num,street,addr,lat,lnt
1,서울특별시 송파구 송파1동 53-9,서울특별시 송파구 백제고분로45길 22,37.51004839,127.1093348
1,서울특별시 송파구 송파1동 53-13,서울특별시 송파구 백제고분로45길 22-8,37.51028054,127.1095057
1,서울특별시 송파구 송파1동 54-12,서울특별시 송파구 백제고분로45길 22-15,37.51064629,127.1095195
1,서울특별시 송파구 송파1동 59-1,서울특별시 송파구 오금로18길 4-20,37.51084063,127.1098092
1,서울특별시 송파구 송파1동 52,서울특별시 송파구 백제고분로45길 18-18,37.51050017,127.1101151
1,서울특별시 송파구 송파1동 53-3,서울특별시 송파구 백제고분로45길 18-17,37.51058515,127.1099086
1,서울특별시 송파구 송파1동 53-7,서울특별시 송파구 백제고분로45길 18-15,37.51049773,127.1098471
1,서울특별시 송파구 송파1동 53-12,서울특별시 송파구 백제고분로45길 18-9,37.51022241,127.1096479
1,서울특별시 송파구 송파1동 53-10,서울특별시 송파구 백제고분로45길 20,37.50998589,127.1094763
1,서울특별시 송파구 송파1동 52-17,서울특별시 송파구 백제고분로45길 16,37.50977758,127.1097895
1,서울특별시 송파구 송파1동 52-16,서울특별시 송파구 백제고분로45길 14-3,37.50987235,127.1098575
1,서울특별시 송파구 송파1동 52-9,서울특별시 송파구 백제고분로45길 14-9,37.51006607,127.1099912
1,서울특별시 송파구 송파1동 52-6,서울특별시 송파구 백제고분로45길 14-17,37.51036235,127.1101956
1,서울특별시 송파구 송파1동 51,서울특별시 송파구 백제고분로45길 14-18,37.5103445,127.1104476
1,서울특별시 송파구 송파1동 51,서울특별시 송파구 백제고분로45길 14-18,37.5103445,127.1104476
1,서울특별시 송파구 송파1동 52-1,서울특별시 송파구 오금로18길 4-9,37.51046118,127.1102621
1,서울특별시 송파구 송파1동 51-2,서울특별시 송파구 오금로18길 6,37.51025319,127.1105581
1,서울특별시 송파구 송파1동 50-9,서울특별시 송파구 오금로18길 5,37.51015856,127.110778
1,서울특별시 송파구 송파1동 50-10,서울특별시 송파구 오금로18길 7,37.50997609,127.1106537
1,서울특별시 송파구 송파1동 50-12,서울특별시 송파구 오금로18길 11,37.5097156,127.1104781
1,서울특별시 송파구 송파1동 50,서울특별시 송파구 백제고분로45길 10,37.50954168,127.1103627
1,서울특별시 송파구 송파1동 50-8,서울특별시 송파구 백제고분로45길 8-1,37.50944535,127.1104688
1,서울특별시 송파구 송파1동 50-8,서울특별시 송파구 백제고분로45길 8-1,37.50944535,127.1104688
1,서울특별시 송파구 송파1동 50-5,서울특별시 송파구 백제고분로45길 8-11,37.50982874,127.1107228
1,서울특별시 송파구 송파1동 50-1,서울특별시 송파구 백제고분로45길 8-21,37.51014924,127.1109323
1,서울특별시 송파구 송파1동 48-13,서울특별시 송파구 오금로 152,37.51029278,127.1113425
