명칭,좌표주소,위도,경도,상세주소,상세내용
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로40길 93,37.4467177,126.9082454,시흥대로40길 93 자연유아 어린이집,관리번호: C106
어린이보호 CCTV,대한민국 서울특별시 금천구 독산로47가길 42,37.4604549,126.9021012,독산로47가길 42,관리번호: C107
어린이보호 CCTV,대한민국 서울특별시 금천구 가산로9길 35,37.4757763,126.8902367,가산로9길 35 모아래 어린이집,관리번호: C108
어린이보호 CCTV,대한민국 서울특별시 금천구 독산로1길 3,37.4488534,126.9034925,독산로1길 3 조형어린이집 골목끝,관리번호: C109
어린이보호 CCTV,대한민국 서울특별시 금천구 금하로3길 32,37.4548284,126.8976082,금하로3길 32,관리번호: C110
어린이보호 CCTV,대한민국 서울특별시 금천구 범안로 12길,35.8284724,128.6552358,범안로12길 63-3 기쁨 어린이집,관리번호: C111
어린이보호 CCTV,대한민국 서울특별시 금천구 금하로23길 20,37.4520105,126.9088341,금하로23길20,관리번호: C112
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로41길 59,37.4494847,126.9014207,시흥대로41길 59 양문어린이집 부근,관리번호: C113
어린이보호 CCTV,대한민국 서울특별시 금천구 독산로94가길 17,37.4742758,126.9050815,독산로94가길 17,관리번호: C114
방범 CCTV,대한민국 서울특별시 금천구 독산로10길 56,37.4500242,126.9089805,독산로10길 56,관리번호: P132
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로152길 35,37.4768604,126.9009534,시흥대로152길 35,관리번호: C115
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로72길 13,37.4572046,126.9002329,시흥대로72길 13 세나유치원,관리번호: C116
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로84길 12,37.4597922,126.9003023,시흥대로84길 12 맞은편,관리번호: C117
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로150길 79,37.477391,126.9024945,시흥대로150길 79,관리번호: C118
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로68길 36,37.4566304,126.901757,시흥대로68길 36,관리번호: C119
어린이보호 CCTV,대한민국 서울특별시 금천구 탑골로10길,37.4516123,126.9148911,탑골로10길,관리번호: C120
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로12길 82,37.4402343,126.9074231,시흥대로12길 82 새길어린이집,관리번호: C121
어린이보호 CCTV,대한민국 서울특별시 금천구 독산로36길 14,37.4589501,126.9061709,독산로36길 14,관리번호: C122
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로153길 36,37.4773168,126.8965588,시흥대로153길 36,관리번호: SN101
어린이보호 CCTV,대한민국 서울특별시 금천구 시흥대로148길 22,37.4749231,126.9000739,시흥대로148길 22,관리번호: SN102
방범 CCTV,대한민국 서울특별시 금천구 독산로54길 237,37.4724983,126.9060842,독산로54길 237,관리번호: P179
방범 CCTV,대한민국 서울특별시 금천구 독산로8길 67,37.4473602,126.9079524,독산로8길 67,관리번호: P268
방범 CCTV,대한민국 서울특별시 금천구 탑골로3길 5,37.4522732,126.9113236,탑골로3길 5,관리번호: P269
방범 CCTV,대한민국 서울특별시 금천구 금하로14길 20-13,37.4522015,126.9036719,금하로14길 20-13,관리번호: P270
방범 CCTV,대한민국 서울특별시 금천구 시흥대로62가길 21,37.4556432,126.9028565,시흥대로62가길 21,관리번호: P271
방범 CCTV,대한민국 서울특별시 금천구 시흥대로50길 25-7,37.4519377,126.9034949,시흥대로50길 25-7,관리번호: P272
방범 CCTV,대한민국 서울특별시 금천구 독산로33길 34-8,37.4571868,126.9033572,독산로33길 34-8,관리번호: P273
방범 CCTV,대한민국 서울특별시 금천구 독산로64길 70,37.466504,126.9059297,독산로64길 70,관리번호: P102
방범 CCTV,대한민국 서울특별시 금천구 독산로68길 60,37.46689,126.9049971,독산로68길 60,관리번호: P103
방범 CCTV,대한민국 서울특별시 금천구 독산로58길 42,37.4650051,126.9052925,독산로58길 42,관리번호: P104
방범 CCTV,대한민국 서울특별시 금천구 독산로60길 24,37.4647062,126.9042512,독산로60길 24,관리번호: P105
방범 CCTV,대한민국 서울특별시 금천구 독산로56길 18,37.463778,126.9042365,독산로56길 18,관리번호: P106
방범 CCTV,대한민국 서울특별시 금천구 독산로68길 15,37.4660906,126.9026473,독산로68길 15,관리번호: P107
방범 CCTV,대한민국 서울특별시 금천구 독산로67길 19,37.4648116,126.9015277,독산로67길 19,관리번호: P108
방범 CCTV,대한민국 서울특별시 금천구 시흥대로94길 72,37.4636142,126.9013451,시흥대로94길 72,관리번호: P109
방범 CCTV,대한민국 서울특별시 금천구 시흥대로100길 35,37.4641416,126.8992518,시흥대로100길 35,관리번호: P110
방범 CCTV,대한민국 서울특별시 금천구 시흥대로84길 59,37.4614375,126.9017635,시흥대로84길 59,관리번호: P111
방범 CCTV,대한민국 서울특별시 금천구 시흥대로88길 21,37.4611096,126.9002186,시흥대로88길 21,관리번호: P112
방범 CCTV,대한민국 서울특별시 금천구 독산로50길 141,37.4622456,126.9119669,독산로50길 141,관리번호: P113
방범 CCTV,대한민국 서울특별시 금천구 독산로40길 78,37.4613724,126.9086359,독산로40길 78,관리번호: P114
방범 CCTV,대한민국 서울특별시 금천구 독산로44다길 9,37.4615193,126.9063968,독산로44다길 9,관리번호: P115
방범 CCTV,대한민국 서울특별시 금천구 독산로36길 53,37.4603945,126.907348,독산로36길 53,관리번호: P116
방범 CCTV,대한민국 서울특별시 금천구 독산로50다길 32,37.4607874,126.9105683,독산로50다길 32,관리번호: P117
방범 CCTV,대한민국 서울특별시 금천구 독산로32가길 26,37.4584004,126.9066536,독산로32가길 26,관리번호: P118
방범 CCTV,대한민국 서울특별시 금천구 독산로32나길 36,37.4586071,126.9076713,독산로32나길 36,관리번호: P119
방범 CCTV,대한민국 서울특별시 금천구 독산로28길 22,37.4561463,126.9069758,독산로28길 22,관리번호: P120
방범 CCTV,대한민국 서울특별시 금천구 독산로24길 14,37.4549829,126.9066683,독산로24길 14,관리번호: P121
방범 CCTV,대한민국 서울특별시 금천구 독산로24길 51,37.4554279,126.9089009,독산로24길 51,관리번호: P122
방범 CCTV,대한민국 서울특별시 금천구 독산로24다길 22,37.4541995,126.907411,독산로24다길 22,관리번호: P123
방범 CCTV,대한민국 서울특별시 금천구 독산로20길 18,37.452916,126.9079484,독산로20길 18,관리번호: P124
방범 CCTV,대한민국 서울특별시 금천구 독산로22길 49,37.4532812,126.9089502,독산로22길 49,관리번호: P125
방범 CCTV,대한민국 서울특별시 금천구 금하로21길 17,37.4522943,126.9080445,금하로21길 17,관리번호: P126
방범 CCTV,대한민국 서울특별시 금천구 금하로23나길 33,37.4521036,126.9106253,금하로23나길 33,관리번호: P127
방범 CCTV,대한민국 서울특별시 금천구 금하로23가길 25,37.4517249,126.9101991,금하로23가길 25,관리번호: P128
방범 CCTV,대한민국 서울특별시 금천구 독산로22가길 6,37.4529457,126.9106843,독산로22가길 6,관리번호: P129
방범 CCTV,대한민국 서울특별시 금천구 은행나무로10길 5,37.4505761,126.9067946,은행나무로10길 5,관리번호: P130
방범 CCTV,대한민국 서울특별시 금천구 독산로10길 37,37.4502134,126.9080115,독산로10길 37,관리번호: P131
방범 CCTV,대한민국 서울특별시 금천구 금하로24길 82,37.4473174,126.9090763,금하로24길 82,관리번호: P133
방범 CCTV,대한민국 서울특별시 금천구 독산로8길 37,37.4487684,126.9074583,독산로8길 37,관리번호: P134
방범 CCTV,대한민국 서울특별시 금천구 금하로24길 82,37.4473174,126.9090763,금하로24길 82,관리번호: P135
방범 CCTV,대한민국 서울특별시 금천구 시흥대로40길 42,37.4473859,126.9059607,시흥대로40길 42,관리번호: P136
방범 CCTV,대한민국 서울특별시 금천구 벚꽃로56길 30,37.4845446,126.8824284,벚꽃로56길 30,관리번호: P137
방범 CCTV,대한민국 서울특별시 금천구 가산로3길 113,37.4718207,126.8893761,가산로3길 113,관리번호: P138
방범 CCTV,대한민국 서울특별시 금천구 범안로12가길 20,37.4656065,126.8926648,범안로12가길 20,관리번호: P139
방범 CCTV,대한민국 서울특별시 금천구 독산로80길 35,37.4704649,126.9049416,독산로80길 35,관리번호: P140
방범 CCTV,대한민국 서울특별시 금천구 독산로14길 3,37.4523581,126.906962,독산로14길 3,관리번호: P141
방범 CCTV,대한민국 서울특별시 금천구 독산로70길 84,37.4677741,126.9060785,독산로70길 84,관리번호: P142
방범 CCTV,대한민국 서울특별시 금천구 시흥대로118길 23,37.4683903,126.9000487,시흥대로118길 23,관리번호: P143
방범 CCTV,대한민국 서울특별시 금천구 시흥대로136길 24,37.472065,126.900464,시흥대로136길 24,관리번호: P144
방범 CCTV,대한민국 서울특별시 금천구 시흥대로150길 41,37.4761498,126.9010813,시흥대로150길 41,관리번호: P145
방범 CCTV,대한민국 서울특별시 금천구 독산로109길 26,37.4789226,126.9022822,독산로109길 26,관리번호: P146
방범 CCTV,대한민국 서울특별시 금천구 문성로1길 7,37.4770498,126.9042745,문성로1길 7,관리번호: P147
방범 CCTV,대한민국 서울특별시 금천구 독산로50길 183,37.4606636,126.9122961,독산로50길 183,관리번호: P148
방범 CCTV,대한민국 서울특별시 금천구 시흥대로90길 11,37.4612232,126.8987757,시흥대로90길 11,관리번호: P149
방범 CCTV,대한민국 서울특별시 금천구 시흥대로84길 54,37.4611969,126.902053,시흥대로84길 54,관리번호: P150
방범 CCTV,대한민국 서울특별시 금천구 탑골로2길 56,37.450389,126.9131728,탑골로2길 56,관리번호: P151
방범 CCTV,대한민국 서울특별시 금천구 시흥동 호암1터널,37.445854,126.9180343,호암1터널,관리번호: P152
방범 CCTV,대한민국 서울특별시 금천구 시흥대로40다길 28,37.4486109,126.9059146,시흥대로40다길 28,관리번호: P153
방범 CCTV,대한민국 서울특별시 금천구 독산로4길 18,37.4479648,126.9045474,독산로4길 18,관리번호: P154
방범 CCTV,대한민국 서울특별시 금천구 독산로32길 11,37.4574568,126.9061485,독산로32길 11,관리번호: P155
방범 CCTV,대한민국 서울특별시 금천구 시흥대로80길 39,37.4594147,126.901671,시흥대로80길 39,관리번호: P156
방범 CCTV,대한민국 서울특별시 금천구 독산로41길 7,37.4597989,126.9043307,독산로41길 7,관리번호: P157
방범 CCTV,대한민국 서울특별시 금천구 독산로29길 10,37.456205,126.9049495,독산로29길 10,관리번호: P158
방범 CCTV,대한민국 서울특별시 금천구 금하로9길 13,37.4552897,126.9021518,금하로9길 13,관리번호: P159
방범 CCTV,대한민국 서울특별시 금천구 벚꽃로48길 7,37.4838349,126.8824571,벚꽃로48길 7,관리번호: P192
방범 CCTV,대한민국 서울특별시 금천구 시흥대로123길 66,37.4721877,126.8952629,시흥대로123길 66,관리번호: P194
방범 CCTV,대한민국 서울특별시 금천구 시흥대로 457,37.4744183,126.8978292,시흥대로457,관리번호: P196
방범 CCTV,대한민국 서울특별시 금천구 가산디지털2로 98,37.4768505,126.8811806,가산디지털2로 98,관리번호: P198
방범 CCTV,대한민국 서울특별시 금천구 벚꽃로10길 94,37.4645705,126.8952857,벚꽃로10길 94,관리번호: P200
방범 CCTV,대한민국 서울특별시 금천구 범안로 1172,37.4663281,126.8919793,범안로1172,관리번호: P202
방범 CCTV,대한민국 서울특별시 금천구 금하로1마길 15-8,37.4528524,126.8896171,금하로1마길 15-8,관리번호: P204
방범 CCTV,대한민국 서울특별시 금천구 벚꽃로56길 50,37.4839525,126.8832728,벚꽃로56길 50,관리번호: P206
방범 CCTV,대한민국 서울특별시 금천구 범안로15길 52,37.4686247,126.8925378,범안로15길 52,관리번호: P209
방범 CCTV,대한민국 서울특별시 금천구 탑골로10길 3,37.4518415,126.9146538,탑골로10길 3,관리번호: P210
방범 CCTV,대한민국 서울특별시 금천구 금하로29길 15,37.4507428,126.9124556,금하로29길 15,관리번호: P212
방범 CCTV,대한민국 서울특별시 금천구 남부순환로130길 32,37.4790542,126.9081154,남부순환로130길 32,관리번호: P214
방범 CCTV,대한민국 서울특별시 금천구 시흥대로39길 52,37.446713,126.900539,시흥대로39길 52 은행마을 주택앞,관리번호: P216
방범 CCTV,대한민국 서울특별시 금천구 시흥대로73길 70,37.4567667,126.8954005,시흥대로73길 70 금나래아트홀,관리번호: P217
방범 CCTV,대한민국 서울특별시 금천구 범안로16길 24-26,37.465671,126.8944545,범안로16길 24-26,관리번호: P218
방범 CCTV,대한민국 서울특별시 금천구 벚꽃로46길 18,37.4828444,126.8835765,벚꽃로46길 18,관리번호: P219
방범 CCTV,대한민국 서울특별시 금천구 금하로 674,37.4525091,126.9051627,금하로674,관리번호: P220
방범 CCTV,대한민국 서울특별시 금천구 두산로3길 49,37.4726442,126.8886935,두산로3길 49,관리번호: P221
방범 CCTV,대한민국 서울특별시 금천구 금하로1라길 33,37.4536035,126.8904412,금하로1라길 33,관리번호: P222
방범 CCTV,대한민국 서울특별시 금천구 시흥대로94길 20,37.4621505,126.8990719,시흥대로94길 20,관리번호: P223
방범 CCTV,대한민국 서울특별시 금천구 독산로103길 14,37.4765938,126.9027108,독산로103길 14,관리번호: P224
방범 CCTV,대한민국 서울특별시 금천구 남부순환로120길 17-21,37.4777107,126.9017968,남부순환로120길 17-21,관리번호: P225
방범 CCTV,대한민국 서울특별시 금천구 독산로72길 10-8,37.4674357,126.902527,독산로72길 10-8,관리번호: P226
방범 CCTV,대한민국 서울특별시 금천구 독산로70다길 16,37.4677326,126.9040375,독산로70다길 16,관리번호: P227
방범 CCTV,대한민국 서울특별시 금천구 금하로9길 4-15,37.4547097,126.9025683,금하로9길 4-15,관리번호: P228
방범 CCTV,대한민국 서울특별시 금천구 독산로21길 5,37.4535505,126.9056335,독산로21길 5,관리번호: P229
방범 CCTV,대한민국 서울특별시 금천구 독산로36길 94,37.4608904,126.909424,독산로36길 94,관리번호: P230
방범 CCTV,대한민국 서울특별시 금천구 시흥대로114길 5,37.4680446,126.89854,시흥대로114길 5 아카시아병원뒤,관리번호: P231
방범 CCTV,대한민국 서울특별시 금천구 시흥대로74길 35,37.4579248,126.9020014,시흥대로74길 35 해태공원,관리번호: P232
방범 CCTV,대한민국 서울특별시 금천구 독산로43가길 20,37.460404,126.9032131,독산로43가길 20,관리번호: P233
방범 CCTV,대한민국 서울특별시 금천구 독산로33길 40-2,37.4569488,126.9031516,독산로33길 40-2,관리번호: P234
방범 CCTV,대한민국 서울특별시 금천구 독산로5길 24,37.4500828,126.9046104,독산로5길 24,관리번호: P235
방범 CCTV,대한민국 서울특별시 금천구 탑골로 73,37.4529552,126.9167162,탑골로73 우리교회앞,관리번호: P236
방범 CCTV,대한민국 서울특별시 금천구 시흥대로,37.4506854,126.9012586,시흥대로 16길 76,관리번호: P237
방범 CCTV,대한민국 서울특별시 금천구 시흥대로14길,37.4393726,126.9050795,시흥대로 14길,관리번호: P238
방범 CCTV,대한민국 서울특별시 금천구 시흥대로149길 60,37.4749398,126.8947193,시흥대로149길 60,관리번호: P239
방범 CCTV,대한민국 서울특별시 금천구 남부순환로108길 20,37.4780539,126.8921375,남부순환로 108길 20,관리번호: P240
방범 CCTV,대한민국 서울특별시 금천구 범안로17길 17-5,37.4672412,126.8940391,범안로17길 17-5,관리번호: P241
방범 CCTV,대한민국 서울특별시 금천구 금하로1길 17,37.4525941,126.8921458,금하로 1길 17,관리번호: P242
방범 CCTV,대한민국 서울특별시 금천구 시흥대로 343,37.464213,126.8971448,시흥대로 343,관리번호: P243
방범 CCTV,대한민국 서울특별시 금천구 시흥대로82길 14,37.4594787,126.9006076,시흥대로 82길 14,관리번호: P244
방범 CCTV,대한민국 서울특별시 금천구 독산로64길,37.4661597,126.905516,독산로64길,관리번호: P245
방범 CCTV,대한민국 서울특별시 금천구 독산로85길 39,37.4724749,126.9008401,독산로 85길 39,관리번호: P246
방범 CCTV,대한민국 서울특별시 금천구 시흥대로148길 38-18,37.474503,126.9007278,시흥대로 148길 38-18,관리번호: P247
방범 CCTV,대한민국 서울특별시 금천구 독산로75길 39,37.4690656,126.9001936,독산로75길 39,관리번호: P248
방범 CCTV,대한민국 서울특별시 금천구 독산로72길 50,37.4682942,126.9045425,독산로 72길 50,관리번호: P249
방범 CCTV,대한민국 서울특별시 금천구 금하로 631-6,37.4551092,126.9014447,금하로 631-6,관리번호: P250
방범 CCTV,대한민국 서울특별시 금천구 독산로45길 12,37.4614798,126.903793,독산로45길 12,관리번호: P251
방범 CCTV,대한민국 서울특별시 금천구 탑골로 65,37.4524024,126.9161658,탑골로65,관리번호: P252
방범 CCTV,대한민국 서울특별시 금천구 탑골로13길 18,37.4529073,126.9163055,탑골로13길 18,관리번호: P253
방범 CCTV,대한민국 서울특별시 금천구 시흥대로 133-1,37.4459322,126.9032029,시흥대로 133-1,관리번호: P254
방범 CCTV,대한민국 서울특별시 금천구 시흥대로,37.4506854,126.9012586,시흥대로 122뒤,관리번호: P255
방범 CCTV,대한민국 서울특별시 금천구 독산로40길 10,37.4597476,126.9054991,독산로40길 10,관리번호: P256
방범 CCTV,대한민국 서울특별시 금천구 독산로36길 88-5,37.4607268,126.9092749,독산로36길 88-5,관리번호: P257
방범 CCTV,대한민국 서울특별시 금천구 금하로24길 94-29,37.4466351,126.9086658,금하로24길 94-29,관리번호: P258
방범 CCTV,대한민국 서울특별시 금천구 탑골로4길 18-10,37.4513659,126.9123166,탑골로4길 18-10,관리번호: P259
방범 CCTV,대한민국 서울특별시 금천구 남부순환로124길 15,37.4787797,126.9030033,남부순환로124길 15,관리번호: P260
방범 CCTV,대한민국 서울특별시 금천구 시흥대로146길 26,37.4738393,126.900092,시흥대로146길 26,관리번호: P261
방범 CCTV,대한민국 서울특별시 금천구 문성로3길 92,37.4773797,126.9094422,문성로3길 92,관리번호: P262
방범 CCTV,대한민국 서울특별시 금천구 독산로102길 17,37.475918,126.904646,독산로102길 17,관리번호: P263
방범 CCTV,대한민국 서울특별시 금천구 문성로 22,37.4763386,126.9060848,문성로 22,관리번호: P264
방범 CCTV,대한민국 서울특별시 금천구 독산로47길 30,37.4622996,126.9026111,독산로47길 30,관리번호: P265
방범 CCTV,대한민국 서울특별시 금천구 시흥대로94길 25,37.4624534,126.899194,시흥대로94길 25,관리번호: P266
방범 CCTV,대한민국 서울특별시 금천구 금하로 728-13,37.4502555,126.9108137,금하로 728-13,관리번호: P267
방범 CCTV,대한민국 서울특별시 금천구 독산로58가길 68,37.4649216,126.9069769,독산로58가길 68,관리번호: P101
방범 CCTV,대한민국 서울특별시 금천구 남부순환로128길 14,37.4795782,126.9069986,남부순환로128길 14,관리번호: P180
방범 CCTV,대한민국 서울특별시 금천구 독산로80길 13,37.4711394,126.9039335,독산로80길 13,관리번호: P181
방범 CCTV,대한민국 서울특별시 금천구 독산로70다길 64,37.4687779,126.906178,독산로70다길 64,관리번호: P182
방범 CCTV,대한민국 서울특별시 금천구 독산로70라길 14,37.4676325,126.9048981,독산로70라길 14,관리번호: P183
방범 CCTV,대한민국 서울특별시 금천구 독산로75길 12-7,37.469427,126.9015551,독산로75길 12-7,관리번호: P184
방범 CCTV,대한민국 서울특별시 금천구 시흥대로128길 34,37.4700958,126.9001333,시흥대로128길 34,관리번호: P185
방범 CCTV,대한민국 서울특별시 금천구 벚꽃로38길 35,37.4826211,126.884455,벚꽃로38길 35,관리번호: P186
방범 CCTV,대한민국 서울특별시 금천구 가산로5길 43,37.4734504,126.8921274,가산로5길 43,관리번호: P188
방범 CCTV,대한민국 서울특별시 금천구 남부순환로110길 31,37.477559,126.8934529,남부순환로110길 31,관리번호: P190
