행정구역(시군구)별,총인구수
행정구역(시군구)별,총인구수 (명)
강남구,542364
강동구,427573
강북구,319164
강서구,596949
관악구,501957
광진구,355559
구로구,404497
금천구,233917
노원구,543752
도봉구,339413
동대문구,348052
동작구,396203
마포구,375077
서대문구,310313
서울특별시,9765623
서초구,433951
성동구,308221
성북구,435868
송파구,666635
양천구,464185
영등포구,367778
용산구,228999
은평구,483197
종로구,153065
중구,125725
중랑구,403209
