No,관리기관명,카메라대수,위도,경도,지번주소,도로명주소
192,관악구청,1,37.4807547,126.9356599,서울특별시 관악구 봉천동 산 149-13,서울특별시 관악구 신림로48길 58-1
193,관악구청,1,37.46121817,126.924875,서울특별시 관악구 신림동 산 87-11,서울특별시 관악구 호암로 399
194,관악구청,1,37.46136106,126.924922,서울특별시 관악구 신림동 산 87-16,서울특별시 관악구 호암로 399
195,관악구청,1,37.48833012,126.9148808,서울특별시 관악구 신림동 498,서울특별시 관악구 신사로 118
196,관악구청,2,37.48623469,126.9113587,서울특별시 관악구 신림동 534,서울특별시 관악구 신사로 74
197,관악구청,3,37.45685298,126.9295683,서울특별시 관악구 신림동 산 57-14,서울특별시 관악구 호암로 454-16
198,관악구청,3,37.47649685,126.9509435,서울특별시 관악구 봉천동 738-235,서울특별시 관악구 관악로5길 61
199,관악구청,1,37.46788994,126.9207614,서울특별시 관악구 신림동 655-104,서울특별시 관악구 난곡로18길 5
200,관악구청,1,37.48624049,126.9152719,서울특별시 관악구 신림동 501-27,서울특별시 관악구 난곡로74길 29
201,관악구청,1,37.47524952,126.9427937,서울특별시 관악구 신림동 98-402,서울특별시 관악구 복은길 129-7
202,관악구청,1,37.45928016,126.9329815,서울특별시 관악구 신림동 316-155,서울특별시 관악구 약수암길 38
203,관악구청,1,37.46791457,126.942415,서울특별시 관악구 신림동 1716-1,서울특별시 관악구 신림로3가길 45-19
204,관악구청,1,37.47641345,126.980133,서울특별시 관악구 남현동 1060-1,서울특별시 관악구 남부순환로 2082-37
205,관악구청,1,37.47627275,126.9807871,서울특별시 관악구 남현동 1060-1,서울특별시 관악구 남부순환로 2082-29
206,관악구청,1,37.46230362,126.9477881,서울특별시 관악구 신림동 205-1,서울특별시 관악구 관악산나들길 66
207,관악구청,1,37.46273998,126.9480346,서울특별시 관악구 신림동 205-1,서울특별시 관악구 관악산나들길 66
208,관악구청,1,37.4626973,126.948546,서울특별시 관악구 신림동 808-125,서울특별시 관악구 관악산나들길 66
209,관악구청,1,37.46221454,126.9485194,서울특별시 관악구 신림동 205-1,서울특별시 관악구 관악산나들길 66
210,관악구청,1,37.48773425,126.9301319,서울특별시 관악구 신림동 1468-3,서울특별시 관악구 신림로70길 23
211,관악구청,5,37.48008749,126.9438852,서울특별시 관악구 봉천동 981-10,서울특별시 관악구 쑥고개로13길 10
212,관악구청,5,37.47520347,126.9641471,서울특별시 관악구 봉천동 1693-48,서울특별시 관악구 남부순환로246길 31
213,관악구청,4,37.48611457,126.9495893,서울특별시 관악구 봉천동 457-369,서울특별시 관악구 중앙길 104
214,관악구청,3,37.47029117,126.9174528,서울특별시 관악구 신림동 808-176,서울특별시 관악구 난곡로35길 72
215,관악구청,4,37.47427414,126.9727435,서울특별시 관악구 남현동 1119,서울특별시 관악구 남현2길 93
