"시군구코드","업종코드","년도","업소일련번호","업종명","허가신고일","업소명","소재지도로명","소재지지번","영업장면적(㎡)","영업자시작일","법인명","소재지시작일","행정동명","폐업일자","폐업구분","폐업사유","업태명","지상_부터","지상_까지","지하_부터","지하_까지","총층수","교육수료일자","모범음식점여부","급수시설","업소위치","종업원남","종업원여","급식소종류","평균급식인원수","최대급식인원수","1일급식인원수","일인당평균급식비","운영형태","영업장조리장면적(㎡)","영업장객실면적(㎡)","영업장무도장면적(㎡)","영업장기타면적(㎡)","업소내화장실면적(㎡)","타업소공동화장실면적(㎡)","영업장탈의실면적(㎡)","영업장객석면적(㎡)","작업장면적(㎡)","검사실면적(㎡)","진열(판매)대면적(㎡)","창고(보관소)면적(㎡)","허가(신고)번호","참고사항","조건부허가시작일","조건부허가종료일","조건부허가신고사유","신고조건","내외국인구분","국적"
"3100000","104","1973","05429","휴게음식점","19730907","진","    ","서울특별시 노원구 상계동  101번지 9호  ","83.44","19960622","","19960622","상계3.4동","19990807","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","10.44","0.00","0.00","4.56","0.00","3.00","5.80","62.64","","","","","3100000-104-1973-05429","","","","","","내국인",""
"3100000","104","1974","05406","휴게음식점","19740924","황해","    ","서울특별시 노원구 공릉동  661번지 1호  ","145.85","19980521","","19980521","공릉1동","19990820","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","10.91","0.00","0.00","0.00","0.00","3.00","7.84","127.10","","","","","3100000-104-1974-05406","","","","","","내국인",""
"3100000","104","1978","05202","휴게음식점","19781226","쎌레스테","    ","서울특별시 노원구 공릉동  517번지 31호  ","49.49","19970929","","19970929","공릉1동","20001211","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","8.88","0.00","0.00","0.00","0.00","","0.00","40.61","","","","","3100000-104-1978-05202","","","","","","내국인",""
"3100000","104","1978","05413","휴게음식점","19781020","길다방","    ","서울특별시 노원구 공릉동  517번지 31호  ","152.63","20060306","","19950714","공릉1동","20070516","자진폐업","폐업","다방","","","","","","20060412","비대상","상수도전용","","0","3","","","","","","","66.00","0.00","0.00","0.00","0.00","5.00","4.00","82.63","","","","","3100000-104-1978-05413","","","","","","내국인",""
"3100000","104","1979","05376","휴게음식점","19790511","우성","    ","서울특별시 노원구 공릉동  661번지 4호  ","43.15","19941010","","19941010","공릉1동","19940629","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","4.37","0.00","0.00","0.00","0.00","5.00","4.18","34.60","","","","","3100000-104-1979-05376","","","","","","내국인",""
"3100000","104","1980","05197","휴게음식점","19800715","독일제과","    ","서울특별시 노원구 상계동  95번지 62호  ","40.22","19970106","","19970106","상계3.4동","20000517","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","14.22","0.00","0.00","0.00","0.00","","0.00","26.00","","","","","3100000-104-1980-05197","","","","","","내국인",""
"3100000","104","1980","05423","휴게음식점","19801231","아리랑커피숍","    ","서울특별시 노원구 상계동  82번지 7호  ","99.78","20060420","","19980521","상계3.4동","20071127","자진폐업","업종변경","다방","","","","","","20060726","비대상","상수도전용","","0","2","","","","","","","9.22","0.00","0.00","0.00","0.00","4.00","7.97","82.59","","","","","3100000-104-1980-05423","","","","","","내국인",""
"3100000","104","1980","05426","휴게음식점","19800421","상록수","    ","서울특별시 노원구 상계동  95번지 256호  ","89.45","19980521","","19980521","상계3.4동","20020611","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.00","0.00","0.00","0.00","0.00","3.20","3.40","79.05","","","","","3100000-104-1980-05426","","","","","","내국인",""
"3100000","104","1981","05169","휴게음식점","19810416","벨가?베이커리","    ","서울특별시 노원구 공릉동  597번지 17호  ","","19970425","","19970425","공릉1동","20030619","자진폐업","자진페업","과자점","","","","","","","비대상","상수도전용","","0","0","","","","","","","19.60","","","","","1.00","","30.80","","","","","3100000-104-1981-05169","","","","","","내국인",""
"3100000","104","1981","05390","휴게음식점","19810519","정다방","    ","서울특별시 노원구 월계동  26번지 18호  ","63.38","19980521","","19980521","월계1동","20011009","자진폐업","ㅍ","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","4.72","0.00","0.00","0.00","0.00","4.20","4.72","53.94","","","","","3100000-104-1981-05390","","","","","","내국인",""
"3100000","104","1981","05392","휴게음식점","19810827","솔다방","    ","서울특별시 노원구 상계동  389번지 686호  ","65.55","19981121","","19981121","상계2동","19981111","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","6.20","0.00","0.00","0.00","0.00","10.00","3.00","56.35","","","","","3100000-104-1981-05392","","","","","","내국인",""
"3100000","104","1981","05404","휴게음식점","19810611","희","    ","서울특별시 노원구 공릉동  661번지 2호  ","79.38","19980521","","19980521","공릉1동","20060605","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","4.62","0.00","0.00","0.00","0.00","7.00","3.51","71.25","","","","","3100000-104-1981-05404","","","","","","내국인",""
"3100000","104","1981","05409","휴게음식점","19810415","열애다방","    ","서울특별시 노원구 공릉동  597번지 34호  ","161.16","19980521","","19980521","공릉1동","20071231","자진폐업","영업적자","다방","","","","","","","비대상","상수도전용","","0","1","","","","","","","14.84","0.00","0.00","5.76","0.00","0.00","16.32","124.24","","","","","3100000-104-1981-05409","","","","","","내국인",""
"3100000","104","1981","05421","휴게음식점","19810214","그린커피","    ","서울특별시 노원구 상계동  389번지 25호  ","49.89","20040109","","19980521","상계2동","20050420","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","6.98","0.00","0.00","0.00","0.00","4.00","2.40","40.51","","","","","3100000-104-1981-05421","","","","","","내국인",""
"3100000","104","1981","05425","휴게음식점","19810423","솔","서울특별시 노원구 덕릉로 756 (상계동)","서울특별시 노원구 상계동  95번지 31호  ","68.18","19951128","","19951128","상계3.4동","20150420","기타","관할세무서 사업자등록 폐업으로 직권말소(1993.12.31.)","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.14","0.00","0.00","0.00","0.00","5.00","5.95","55.09","","","","","3100000-104-1981-05425","","","","","","내국인","대한민국"
"3100000","104","1981","05444","휴게음식점","19810110","석","    ","서울특별시 노원구 월계동  410번지 7호  ","106.69","19981205","","19981205","월계1동","19981127","행정처분","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.65","0.00","0.00","0.00","0.00","5.00","6.57","92.47","","","","","3100000-104-1981-05444","","","","","","내국인",""
"3100000","104","1981","05460","휴게음식점","19811211","종점다방","    ","서울특별시 노원구 상계동  76번지 9호  ","66.33","19950715","","19950715","상계3.4동","20040506","자진폐업","자진폐업","다방","0","0","1","1","0","","비대상","상수도전용","지하","1","0","","","","","","","6.21","0.00","0.00","2.70","0.00","0.00","2.64","54.78","","","","","3100000-104-1981-05460","","","","","","내국인",""
"3100000","104","1981","05528","휴게음식점","19810607","목화","    ","서울특별시 노원구 공릉동  420번지 2호  ","66.42","19951014","","19951014","공릉2동","19950923","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","0","","","","","","","4.00","0.00","0.00","0.00","0.00","3.00","4.00","58.42","","","","","3100000-104-1981-05528","","","","","","내국인",""
"3100000","104","1982","05203","휴게음식점","19821113","콜롬비아제과","    ","서울특별시 노원구 상계동  389번지 570호  ","28.20","19981021","","19981021","상계2동","19981013","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","6.90","0.00","0.00","0.00","0.00","","0.00","21.30","","","","","3100000-104-1982-05203","","","","","","내국인",""
"3100000","104","1982","05377","휴게음식점","19821025","동양","    ","서울특별시 노원구 공릉동  494번지 11호  ","131.68","19980521","","19980521","공릉1동","19931021","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","7.50","0.00","0.00","0.00","0.00","4.00","10.84","113.34","","","","","3100000-104-1982-05377","","","","","","내국인",""
"3100000","104","1982","05378","휴게음식점","19820118","준","    ","서울특별시 노원구 상계동  169번지 129호  ","106.24","19980521","","19980521","상계5동","19940122","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","6.46","0.00","0.00","13.74","0.00","4.00","7.05","78.99","","","","","3100000-104-1982-05378","","","","","","내국인",""
"3100000","104","1982","05388","휴게음식점","19820318","약속 다방","    ","서울특별시 노원구 공릉동  661번지 3호  ","81.28","19980521","","19980521","공릉1동","20040130","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.96","0.00","0.00","7.08","0.00","15.00","8.05","58.19","","","","","3100000-104-1982-05388","","","","","","내국인",""
"3100000","104","1982","05402","휴게음식점","19821125","봉","    ","서울특별시 노원구 공릉동  661번지 11호  ","141.87","19980521","","19980521","공릉1동","20011012","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","21.66","0.00","0.00","10.54","0.00","6.00","14.79","94.88","","","","","3100000-104-1982-05402","","","","","","내국인",""
"3100000","104","1982","05403","휴게음식점","19820407","초원다방","    ","서울특별시 노원구 공릉동  661번지 9호  ","84.08","19970809","","19970809","공릉1동","19970731","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","6.47","0.00","0.00","1.92","0.00","3.00","8.19","67.50","","","","","3100000-104-1982-05403","","","","","","내국인",""
"3100000","104","1982","05405","휴게음식점","19821103","챔피온커피?","    ","서울특별시 노원구 공릉동  670번지 12호  ","54.94","20070712","","19980521","공릉1동","20080521","자진폐업","업소정리","다방","","","","","","20070814","비대상","상수도전용","","0","3","","","","","","","4.80","0.00","0.00","1.54","0.00","7.00","0.00","48.60","","","","","3100000-104-1982-05405","","","","","","내국인","대한민국"
"3100000","104","1982","05446","휴게음식점","19820626","화신","    ","서울특별시 노원구 월계동  21번지 23호  ","86.90","19980521","","19980521","월계1동","20020611","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","8.00","0.00","0.00","3.60","0.00","9.00","7.50","67.80","","","","","3100000-104-1982-05446","","","","","","내국인",""
"3100000","104","1982","06506","휴게음식점","19821204","피노키오제과점","    ","서울특별시 노원구 상계동  76번지 9호  ","30.39","19970501","","19970501","상계3.4동","19970421","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","8.61","0.00","0.00","0.00","0.00","","0.00","21.78","","","","","3100000-104-1982-06506","","","","","","내국인",""
"3100000","104","1983","05174","휴게음식점","19831006","풍년제과","    ","서울특별시 노원구 공릉동  362번지 4호  ","35.15","19970103","","19970103","공릉1동","19981231","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","8.75","0.00","0.00","0.00","0.00","","0.00","26.40","","","","","3100000-104-1983-05174","","","","","","내국인",""
"3100000","104","1983","05379","휴게음식점","19831107","청자","    ","서울특별시 노원구 상계동  387번지 225호  ","109.73","19940216","","19940216","상계2동","19930909","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","9.16","0.00","0.00","3.50","0.00","4.00","0.00","97.07","","","","","3100000-104-1983-05379","","","","","","내국인",""
"3100000","104","1983","05391","휴게음식점","19830725","별다방","    ","서울특별시 노원구 공릉동  238번지 48호  ","93.63","20031002","","19980303","공릉2동","20040309","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","1","","","","","","","6.87","0.00","0.00","0.00","0.00","8.00","6.32","80.44","","","","","3100000-104-1983-05391","","","","","","내국인",""
"3100000","104","1983","05411","휴게음식점","19831214","진다방","    ","서울특별시 노원구 공릉동  577번지 17호  ","106.40","20030521","","19980415","공릉1동","20061031","행정처분","행정처분","다방","","","","","","20021218","비대상","상수도전용","","0","2","","","","","","","5.60","0.00","0.00","0.00","0.00","6.00","4.80","96.00","","","","","3100000-104-1983-05411","","","","","","내국인",""
"3100000","104","1983","05433","휴게음식점","19831202","맥심","    ","서울특별시 노원구 상계동  169번지 389호  ","72.54","19960610","","19960610","상계2동","19960604","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","4.83","0.00","0.00","0.00","0.00","3.20","2.59","65.12","","","","","3100000-104-1983-05433","","","","","","내국인",""
"3100000","104","1983","05437","휴게음식점","19830912","사랑","    ","서울특별시 노원구 상계동  1141번지 12호  ","54.00","19960708","","19960708","상계1동","19960704","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","5.60","0.00","0.00","0.00","0.00","3.50","4.00","44.40","","","","","3100000-104-1983-05437","","","","","","내국인",""
"3100000","104","1983","05456","휴게음식점","19830509","정","    ","서울특별시 노원구 상계동  169번지 192호  ","73.16","19980521","","19980521","상계2동","18991230","행정처분","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","4.39","0.00","0.00","0.00","0.00","3.00","0.00","68.77","","","","","3100000-104-1983-05456","","","","","","내국인",""
"3100000","104","1983","05461","휴게음식점","19831028","서울다방","    ","서울특별시 노원구 상계동  96번지 7호  ","89.63","19980521","","19980521","상계3.4동","20021231","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","","","","","","","","","9.03","0.00","0.00","0.00","0.00","","4.20","76.40","","","","","3100000-104-1983-05461","","","","","","내국인",""
"3100000","104","1984","05176","휴게음식점","19840424","골드베이커리","    ","서울특별시 노원구 공릉동  644번지 17호  ","24.48","19970103","","19970103","공릉1동","20010709","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","4.68","0.00","0.00","0.00","0.00","","0.00","19.80","","","","","3100000-104-1984-05176","","","","","","내국인",""
"3100000","104","1984","05401","휴게음식점","19840713","서울","    ","서울특별시 노원구 공릉동  633번지 15호  ","109.89","19970809","","19970809","공릉2동","19970725","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","10.46","0.00","0.00","0.00","0.00","7.00","6.19","93.24","","","","","3100000-104-1984-05401","","","","","","내국인",""
"3100000","104","1984","05415","휴게음식점","19840229","귀빈다방","    ","서울특별시 노원구 공릉동  362번지 4호  ","51.00","20020626","","19990612","공릉1동","20041228","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","4.50","0.00","0.00","1.95","0.00","4.00","3.00","41.55","","","","","3100000-104-1984-05415","","","","","","내국인",""
"3100000","104","1984","05422","휴게음식점","19841119","수정커피숍","    ","서울특별시 노원구 상계동  156번지 136호  ","62.16","19970117","","19970117","상계5동","20101103","자진폐업","영업부진","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","5.04","0.00","0.00","2.58","0.00","4.00","0.00","54.54","","","","","3100000-104-1984-05422","","","","","","내국인",""
"3100000","104","1984","05427","휴게음식점","19840328","향다방","    ","서울특별시 노원구 상계동  91번지 14호  지하1층","71.50","19980521","","19980521","상계3.4동","20060502","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","6.47","0.00","0.00","0.00","0.00","4.00","3.40","61.63","","","","","3100000-104-1984-05427","","","","","","내국인",""
"3100000","104","1984","05435","휴게음식점","19841024","우성다방","    ","서울특별시 노원구 상계동  366번지 5호  ","80.18","19980521","","19980521","상계2동","20041228","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","11.44","0.00","0.00","3.03","0.00","3.80","5.28","60.43","","","","","3100000-104-1984-05435","","","","","","내국인",""
"3100000","104","1984","05442","휴게음식점","19841013","대성","    ","서울특별시 노원구 상계동  1027번지 3호  ","92.13","19980521","","19980521","상계1동","19990329","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","9.24","0.00","0.00","0.00","0.00","3.50","3.00","79.89","","","","","3100000-104-1984-05442","","","","","","내국인",""
"3100000","104","1984","05445","휴게음식점","19840928","광장","    ","서울특별시 노원구 월계동  411번지 53호  ","102.51","20100304","","19980521","월계1동","20100818","자진폐업","영업부진","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","10.45","0.00","0.00","0.00","0.00","15.00","6.80","85.26","","","","","3100000-104-1984-05445","","","","","","내국인","대한민국"
"3100000","104","1984","05477","휴게음식점","19840730","대호","    ","서울특별시 노원구 상계동  389번지 428호  ","118.72","19980709","","19980709","상계2동","19991223","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","8.33","0.00","0.00","2.48","0.00","3.00","4.61","103.30","","","","","3100000-104-1984-05477","","","","","","내국인",""
"3100000","104","1985","05170","휴게음식점","19851217","몽프르니에과자점","    ","서울특별시 노원구 공릉동  617번지 1호  ","45.94","19970103","","19970103","공릉1동","20030304","자진폐업","자진폐업","과자점","","","","","","","비대상","상수도전용","","","","","","","","","","15.84","0.00","0.00","0.00","0.00","","0.00","30.10","","","","","3100000-104-1985-05170","","","","","","내국인",""
"3100000","104","1985","05179","휴게음식점","19850509","신라방제과","    ","서울특별시 노원구 공릉동  494번지 11호  ","47.70","19961231","","19961231","공릉1동","20020718","자진폐업","자진페업","과자점","","","","","","","비대상","상수도전용","","","","","","","","","","17.80","0.00","0.00","0.00","0.00","","0.00","29.90","","","","","3100000-104-1985-05179","","","","","","내국인",""
"3100000","104","1985","05186","휴게음식점","19850207","고려당성북역분점","    ","서울특별시 노원구 월계동  411번지 53호 1층 성북빌딩-4","45.33","19961230","","19961230","월계1동","19960829","자진폐업","","과자점","","","","","","","비대상","상수도전용","","","2","","","","","","","0.30","0.00","0.00","0.00","0.00","","0.00","45.03","","","","","3100000-104-1985-05186","","","","","","내국인",""
"3100000","104","1985","05383","휴게음식점","19851116","동신","    ","서울특별시 노원구 월계동  435번지 11호  ","72.30","19980521","","19980521","월계1동","20020509","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","11.88","0.00","0.00","0.00","0.00","3.50","21.00","39.42","","","","","3100000-104-1985-05383","","","","","","내국인",""
"3100000","104","1985","05385","휴게음식점","19850930","향원","    ","서울특별시 노원구 공릉동  596번지 11호  지하1층","64.87","19980521","","19980521","공릉1동","20051229","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","5.22","0.00","0.00","0.00","0.00","4.00","6.07","53.58","","","","","3100000-104-1985-05385","","","","","","내국인",""
"3100000","104","1985","05396","휴게음식점","19851031","노원","    ","서울특별시 노원구 상계동  341번지 9호  ","67.24","19950824","","19950824","상계2동","19950815","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","9.96","0.00","0.00","0.00","0.00","4.00","1.10","56.18","","","","","3100000-104-1985-05396","","","","","","내국인",""
"3100000","104","1985","05408","휴게음식점","19850131","수다방","    ","서울특별시 노원구 공릉동  617번지 2호  ","105.15","19980903","","19980903","공릉1동","19980824","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","9.87","0.00","0.00","0.00","0.00","4.00","5.40","89.88","","","","","3100000-104-1985-05408","","","","","","내국인",""
"3100000","104","1985","05417","휴게음식점","19850311","왕실다방","    ","서울특별시 노원구 상계동  169번지 130호  ","75.24","19970628","","19970628","상계5동","20021231","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.55","0.00","0.00","2.08","0.00","4.00","5.22","60.39","","","","","3100000-104-1985-05417","","","","","","내국인",""
"3100000","104","1985","05430","휴게음식점","19850730","일","    ","서울특별시 노원구 상계동  101번지 37호  ","99.00","19980605","","19980605","상계3.4동","19980529","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","7.50","0.00","0.00","0.00","0.00","7.00","7.50","84.00","","","","","3100000-104-1985-05430","","","","","","내국인",""
"3100000","104","1985","05441","휴게음식점","19850105","유성","    ","서울특별시 노원구 상계동  1023번지 511호  ","130.71","19980311","","19980311","상계1동","19980225","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.67","0.00","0.00","2.66","0.00","6.00","5.46","114.92","","","","","3100000-104-1985-05441","","","","","","내국인",""
"3100000","104","1985","05443","휴게음식점","19850617","명다방","    ","서울특별시 노원구 월계동  271번지 17호  ","","19990521","","20070716","월계4동","20081124","자진폐업","영업부진","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","8.00","","","","","","","20.00","","","","","3100000-104-1985-05443","","","","","","내국인",""
"3100000","104","1985","05466","휴게음식점","19850307","육교","    ","서울특별시 노원구 공릉동  597번지 35호  ","109.00","19980203","","19980203","공릉1동","19980113","행정처분","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","9.00","0.00","0.00","0.00","0.00","7.00","4.00","96.00","","","","","3100000-104-1985-05466","","","","","","내국인",""
"3100000","104","1986","05190","휴게음식점","19860419","케익나라","    ","서울특별시 노원구 상계동  72번지 95호  ","22.80","19970128","","19970128","상계3.4동","20000601","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","8.30","0.00","0.00","0.00","0.00","","0.00","14.50","","","","","3100000-104-1986-05190","","","","","","내국인",""
"3100000","104","1986","05191","휴게음식점","19860607","새부래옥제과","    ","서울특별시 노원구 상계동  179번지 2호  ","20.80","19970203","","19970203","상계2동","19970127","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","10.88","0.00","0.00","0.00","0.00","","0.00","9.92","","","","","3100000-104-1986-05191","","","","","","내국인",""
"3100000","104","1986","05393","휴게음식점","19860421","미소","    ","서울특별시 노원구 상계동  140번지 110호  ","84.35","19980824","","19980824","상계3.4동","20001202","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","13.34","0.00","0.00","5.94","0.00","1.51","0.00","65.07","","","","","3100000-104-1986-05393","","","","","","내국인",""
"3100000","104","1986","05394","휴게음식점","19861216","혜성다방","    ","서울특별시 노원구 상계동  167번지 20호  지하1층","61.12","20020924","","19980521","상계5동","20030307","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","10.43","0.00","0.00","0.00","0.00","4.00","0.00","50.69","","","","","3100000-104-1986-05394","","","","","","내국인",""
"3100000","104","1986","05410","휴게음식점","19860823","신은행다방","    ","서울특별시 노원구 공릉동  577번지 10호  ","86.87","19980521","","19980521","공릉1동","20060725","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","2.42","0.00","0.00","2.40","0.00","8.00","4.87","77.18","","","","","3100000-104-1986-05410","","","","","","내국인",""
"3100000","104","1986","05414","휴게음식점","19860324","개인","    ","서울특별시 노원구 공릉동  323번지 10호  ","45.29","19980521","","19980521","공릉1동","20040624","자진폐업","자진폐업","다방","0","0","1","1","0","","비대상","상수도전용","지하","0","2","","","","","","","5.91","0.00","0.00","0.00","0.00","5.00","3.40","35.98","","","","","3100000-104-1986-05414","","","","","","내국인",""
"3100000","104","1986","05418","휴게음식점","19861223","상계다방","    ","서울특별시 노원구 상계동  169번지 489호  ","96.00","19980521","","19980521","상계5동","20050929","자진폐업","자진폐업","다방","0","0","1","1","0","","비대상","상수도전용","지하","0","3","","","","","","","6.00","0.00","0.00","2.00","0.00","15.00","0.00","88.00","","","","","3100000-104-1986-05418","","","","","","내국인",""
"3100000","104","1986","05419","휴게음식점","19860812","사계절","    ","서울특별시 노원구 상계동  349번지 24호  ","105.70","19940216","","19940216","상계2동","19930921","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","1","","","","","","","12.49","0.00","0.00","0.00","0.00","4.00","0.00","93.21","","","","","3100000-104-1986-05419","","","","","","내국인",""
"3100000","104","1986","05424","휴게음식점","19860310","대림","    ","서울특별시 노원구 상계동  95번지 180호  ","89.00","19960213","","19960213","상계3.4동","19960205","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","6.15","0.00","0.00","0.00","0.00","3.00","9.27","73.58","","","","","3100000-104-1986-05424","","","","","","내국인",""
"3100000","104","1986","05432","휴게음식점","19860502","양지다방","    ","서울특별시 노원구 상계동  341번지 6호  ","108.00","19980521","","19980521","상계2동","20021202","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.50","0.00","0.00","0.00","0.00","4.00","0.00","100.50","","","","","3100000-104-1986-05432","","","","","","내국인",""
"3100000","104","1986","05436","휴게음식점","19860915","넝쿨","서울특별시 노원구 동일로243길 29 (상계동지하1층)","서울특별시 노원구 상계동  1139번지 2호  지하1층","52.14","20100414","","19981118","상계1동","20200403","자진폐업","","다방","","","","","","20100421","비대상","상수도전용","","0","2","","","","","","","5.00","0.00","0.00","3.60","0.00","3.50","0.00","43.54","","","","","3100000-104-1986-05436","","","","","","내국인","대한민국"
"3100000","104","1986","05469","휴게음식점","19860226","영커피숍","    ","서울특별시 노원구 상계동  49번지 1호  ","93.79","20030128","","19970805","상계3.4동","20060808","자진폐업","자진폐업","다방","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","4.90","0.00","0.00","4.50","0.00","0.00","4.10","80.29","","","","","3100000-104-1986-05469","","","","","","내국인",""
"3100000","104","1987","05187","휴게음식점","19871224","케익하우스 빠나미","    ","서울특별시 노원구 월계동  47번지 13호  ","","19970106","","19970106","월계1동","20040204","자진폐업","자진폐업","과자점","","","","","","","비대상","상수도전용","","","","","","","","","","","0.00","0.00","0.00","0.00","4.00","0.00","62.70","","","","","3100000-104-1987-05187","","","","","","내국인",""
"3100000","104","1987","05188","휴게음식점","19871016","셀로나제과점","    ","서울특별시 노원구 상계동  602번지 18호  ","24.14","19970106","","19970106","상계2동","20010306","자진폐업","","과자점","","","","","","","비대상","상수도전용","","","","","","","","","","8.84","0.00","0.00","0.00","0.00","12.30","0.00","15.30","","","","","3100000-104-1987-05188","","","","","","내국인",""
"3100000","104","1987","05211","휴게음식점","19871224","고려당(석계역분점)","    ","서울특별시 노원구 월계동  47번지 13호  ","62.70","19981219","","19981219","월계1동","19940620","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","0","","","","","","","0.00","0.00","0.00","0.00","0.00","4.00","0.00","62.70","","","","","3100000-104-1987-05211","","","","","","내국인",""
"3100000","104","1987","05249","휴게음식점","19871221","고려당분점","    ","서울특별시 노원구 상계동  602번지 3호  ","37.40","19980526","","19980526","상계2동","19971124","자진폐업","","과자점","","","","","","","비대상","상수도전용","","","","","","","","","","1.00","0.00","0.00","0.00","0.00","12.00","0.00","36.40","","","","","3100000-104-1987-05249","","","","","","내국인",""
"3100000","104","1987","05380","휴게음식점","19870401","궁전","    ","서울특별시 노원구 상계동  1132번지 2호  ","98.15","19980521","","19980521","상계1동","19940308","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","4.50","0.00","0.00","3.45","0.00","3.50","7.20","83.00","","","","","3100000-104-1987-05380","","","","","","내국인",""
"3100000","104","1987","05400","휴게음식점","19870630","원자","    ","서울특별시 노원구 공릉동  441번지 97호  ","49.88","19970716","","19970716","공릉2동","19970714","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","5.25","0.00","0.00","0.00","0.00","3.00","0.00","44.63","","","","","3100000-104-1987-05400","","","","","","내국인",""
"3100000","104","1987","05412","휴게음식점","19870912","밀물","    ","서울특별시 노원구 공릉동  517번지 34호  지하1층","92.40","20071122","","19980521","공릉1동","20080415","자진폐업","영업부진","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","8.64","0.00","0.00","0.00","0.00","10.00","6.48","77.28","","","","","3100000-104-1987-05412","","","","","","내국인","대한민국"
"3100000","104","1987","05420","휴게음식점","19871126","잉꼬다방","    ","서울특별시 노원구 상계동  353번지 1호  ","95.46","19980521","","19980521","상계2동","20020902","자진폐업","자진폐업","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","13.44","0.00","0.00","9.00","0.00","20.00","0.00","73.02","","","","","3100000-104-1987-05420","","","","","","내국인",""
